,Moisture,rainfall,Average Humidity,Mean Temp,max Temp,Min temp,alkaline,sandy,chalky,clay,millet yield
959,13.11432154,0.0841193,57,81,92,70,0,1,0,0,2.0
960,12.87495361,0.0,66,82,92,73,0,1,0,0,4.0
961,12.83919103,0.0,86,78,83,72,0,0,1,0,4.0
962,13.00322649,0.12447929,77,81,90,72,1,0,0,0,0.0
963,12.90818528,0.07450455,93,76,80,72,1,0,0,0,0.0
964,13.03349358,0.09858411,87,80,89,70,0,0,1,0,0.0
965,12.74856828,0.2228459,75,82,93,71,1,0,0,0,4.0
966,12.95739414,0.12855534,79,84,93,75,0,0,0,1,1.0
967,12.91400159,0.11341892,80,85,96,74,0,0,0,1,1.0
968,12.79724394,0.08006364,84,84,95,72,0,0,0,1,1.0
969,12.99500609,0.0776757,87,80,89,72,0,1,0,0,0.0
970,12.89502396,0.09419903,87,80,88,73,0,0,0,1,1.0
971,12.83284685,0.08925248,80,82,93,71,0,0,0,1,1.0
972,12.97316169,0.11055694,88,82,89,75,0,1,0,0,0.0
973,12.88163617,0.12220198,91,82,91,73,1,0,0,0,0.0
974,12.98489225,0.1796935,85,80,92,69,0,0,1,0,0.0
975,12.78864612,0.28862131,74,84,95,74,1,0,0,0,4.0
976,12.98696385,0.26717011,78,84,95,74,1,0,0,0,0.0
977,12.97968334,0.18105142,78,84,94,74,0,0,0,1,1.0
978,13.0934182,0.15220806,79,82,92,71,0,1,0,0,0.0
979,13.05743017,0.05361401,86,80,89,70,0,0,0,1,1.0
980,12.97082465,0.16287162,76,81,93,69,0,1,0,0,0.0
981,12.66862648,0.29396519,84,79,90,68,0,1,0,0,4.0
982,12.73513675,0.17685429,82,80,92,69,1,0,0,0,4.0
983,12.84175602,0.1784297,78,83,91,75,0,0,1,0,0.0
984,12.99653831,0.12850257,66,80,93,68,1,0,0,0,0.0
985,12.83563577,0.05435099,63,80,93,66,0,0,0,1,1.0
986,12.96178191,0.03544632,64,82,93,72,0,1,0,0,0.0
987,12.76018945,0.07244817,74,82,94,69,0,1,0,0,4.0
988,12.90321299,0.13790993,71,80,91,68,0,0,1,0,0.0
989,12.91575367,0.26461286,70,82,94,70,0,0,0,1,1.0
990,12.91988874,0.27772908,65,84,95,72,0,0,0,1,1.0
991,12.86468518,0.33147006,62,85,97,73,0,1,0,0,0.0
992,12.94954627,0.291241,61,86,97,75,0,1,0,0,0.0
993,12.9031676,0.20511291,64,85,95,75,1,0,0,0,0.0
994,13.0230942,0.20236105,58,86,95,77,1,0,0,0,0.0
995,12.99605829,0.16655553,55,83,93,73,0,0,0,1,1.0
996,12.92175285,0.13364869,54,82,92,72,0,1,0,0,2.0
997,12.82534724,0.16297403,70,75,81,69,1,0,0,0,0.0
998,12.79118501,0.26244029,66,79,91,67,0,1,0,0,4.0
999,12.73173047,0.34866006,58,81,94,68,0,1,0,0,4.0
1000,12.86187648,0.3132829,63,81,94,68,0,1,0,0,0.0
1001,12.93022461,0.24893817,50,82,97,66,0,0,0,1,1.0
1002,12.98095926,0.21139503,41,83,98,68,0,1,0,0,2.0
1003,13.08770179,0.18104788,42,82,96,69,0,0,0,1,1.0
1004,12.92584343,0.16706095,39,78,97,60,0,1,0,0,2.0
1005,12.99648572,0.2056398,33,82,98,66,1,0,0,0,0.0
1006,13.00267138,0.19301918,35,82,98,66,0,0,0,1,2.0
1007,12.86720684,0.29078419,35,80,98,63,1,0,0,0,0.0
1008,13.00076584,0.31073026,33,81,97,65,1,0,0,0,0.0
1009,12.88899688,0.2535624,36,81,96,66,0,0,1,0,0.0
1010,12.91745546,0.28809325,37,79,95,63,0,1,0,0,2.0
1011,12.9951193,0.27789621,37,80,94,66,0,1,0,0,2.0
1012,12.91953289,0.23477725,33,79,94,64,0,0,0,1,2.0
1013,12.95173013,0.25988332,35,79,94,64,0,0,0,1,2.0
1014,13.01977362,0.23821256,33,77,93,61,0,1,0,0,2.0
1015,12.8009364,0.24275834,35,76,93,60,0,1,0,0,2.0
1016,13.08719389,0.21390753,31,78,94,63,0,1,0,0,2.0
1017,12.93025245,0.22267875,34,78,93,63,0,1,0,0,2.0
1018,12.8593915,0.22460861,33,78,93,62,0,1,0,0,2.0
1019,13.1068957,0.20867334,52,79,92,66,0,1,0,0,2.0
1020,12.91224511,0.22015464,38,77,91,63,0,1,0,0,2.0
1021,12.86884736,0.24147998,35,76,93,60,1,0,0,0,0.0
1022,13.01676179,0.28560557,35,77,95,59,0,1,0,0,2.0
1023,12.96888278,0.301119,32,80,95,66,1,0,0,0,0.0
1024,12.96928452,0.25605625,43,78,93,64,1,0,0,0,0.0
1025,12.94240803,0.24019075,35,80,94,65,0,1,0,0,2.0
1026,13.07399005,0.24572588,33,76,92,61,0,0,0,1,2.0
1027,12.73468229,0.27386408,33,78,93,64,0,0,1,0,4.0
1028,12.91770811,0.23189624,40,79,93,65,0,1,0,0,2.0
1029,12.87176357,0.27144763,38,78,93,63,0,1,0,0,2.0
1030,12.90470651,0.15342658,38,76,93,60,0,0,0,1,2.0
1031,12.88164078,0.14389701,35,76,92,61,0,0,0,1,2.0
1032,12.9034521,0.08972662,32,77,90,64,1,0,0,0,0.0
1033,12.92216592,0.09120516,33,77,89,65,0,0,0,1,2.0
1034,12.90948839,0.1372778,39,74,91,58,0,0,0,1,2.0
1035,12.87276781,0.10768843,36,72,90,55,0,0,0,1,2.0
1036,13.08206236,0.07695559,37,74,90,57,0,0,0,1,2.0
1037,13.05163423,0.10906583,29,75,90,60,1,0,0,0,0.0
1038,12.98206168,0.12941,33,75,92,58,0,0,0,1,2.0
1039,12.98945392,0.09000015,39,76,94,57,1,0,0,0,0.0
1040,12.87517386,0.09558814,36,76,94,57,1,0,0,0,0.0
1041,12.80771485,0.08988969,34,77,93,61,1,0,0,0,0.0
1042,12.93527382,0.12240879,51,78,91,66,0,1,0,0,2.0
1043,12.95477642,0.08412435,43,78,89,66,0,1,0,0,2.0
1044,12.97697233,0.04538749,44,78,90,66,0,0,1,0,0.0
1045,12.90128393,0.07730968,38,76,92,59,0,1,0,0,2.0
1046,13.05971909,0.07068936,38,74,90,57,0,0,0,1,2.0
1047,12.74354217,0.0151269,37,74,89,60,0,0,1,0,4.0
1048,12.75588642,0.01387918,36,73,89,57,0,0,0,1,4.0
1049,12.82165791,0.08298048,34,72,88,55,0,0,0,1,2.0
1050,12.95507197,0.0545119,40,66,82,51,0,0,0,1,2.0
1051,12.93036085,0.06093378,43,68,84,51,0,1,0,0,2.0
1052,12.87493183,0.0,38,69,84,54,0,0,0,1,4.0
1053,13.09110269,0.02043946,35,68,84,52,0,0,1,0,0.0
1054,12.97614364,0.00642048,44,68,86,51,0,1,0,0,2.0
1055,13.01503102,0.03583846,39,70,88,51,0,0,0,1,2.0
1056,12.95432435,0.06777985,45,70,87,53,0,0,1,0,0.0
1057,12.78791844,0.04620565,46,68,86,51,0,0,0,1,1.0
1058,12.9432766,0.01812981,48,70,87,52,0,1,0,0,2.0
1059,12.78318815,0.04954826,40,70,88,53,0,1,0,0,4.0
1060,12.86519486,0.05862999,46,69,87,51,0,0,0,1,1.0
1061,12.66709642,0.12675816,47,68,84,51,0,1,0,0,4.0
1062,12.69585838,0.11645147,39,68,83,54,1,0,0,0,4.0
1063,12.87495313,0.06654542,46,68,83,54,0,1,0,0,2.0
1064,12.9654468,0.10557575,53,69,80,58,0,0,0,1,1.0
1065,12.69334852,0.18707732,63,66,74,59,0,1,0,0,4.0
1066,12.81745132,0.09733837,59,63,76,50,0,0,0,1,1.0
1067,12.99403046,0.01139799,59,64,77,50,0,1,0,0,2.0
1068,12.93263936,0.0393005,53,63,76,50,0,0,0,1,1.0
1069,12.90239406,0.01833598,52,63,75,51,0,0,0,1,1.0
1070,12.94401061,0.0,54,62,77,48,1,0,0,0,4.0
1071,12.94071012,0.01841964,56,62,77,46,0,1,0,0,2.0
1072,12.85051451,0.0,54,61,77,45,1,0,0,0,4.0
1073,12.87915574,0.0,51,64,75,54,0,1,0,0,4.0
1074,12.91116,0.0,52,66,77,56,0,0,0,1,1.0
1075,12.77134741,0.0,66,62,73,52,0,1,0,0,4.0
1076,12.88804747,0.0018103,65,58,72,45,1,0,0,0,0.0
1077,12.90578967,0.0,63,58,69,48,0,0,0,1,1.0
1078,12.91530419,0.0,62,56,71,40,0,1,0,0,4.0
1079,12.8789467,0.0,46,54,70,38,0,1,0,0,4.0
1080,12.88184116,0.0,50,56,74,37,0,0,0,1,1.0
1081,12.8136274,0.0,57,57,75,39,0,1,0,0,4.0
1082,12.85658011,0.0,47,63,77,49,1,0,0,0,4.0
1083,12.90015589,0.00014373,53,63,80,46,0,1,0,0,0.0
1084,12.71645891,0.0,54,64,80,47,0,0,0,1,1.0
1085,12.79237219,0.0,40,68,80,57,0,0,0,1,4.0
1086,13.06676812,0.0,48,64,75,53,0,0,0,1,1.0
1087,12.99814291,0.0,57,70,80,59,1,0,0,0,4.0
1088,12.87191709,0.00948428,51,66,81,52,0,0,0,1,1.0
1089,12.90322651,0.0,50,61,77,45,0,0,1,0,4.0
1090,12.94453288,0.0,46,63,76,50,0,0,1,0,4.0
1091,12.91396862,0.0,43,61,74,48,1,0,0,0,4.0
1092,12.8978948,0.0,48,58,75,41,0,1,0,0,4.0
1093,12.99027685,0.0,46,57,73,41,0,0,0,1,1.0
1094,12.97505781,0.0,49,56,72,39,0,1,0,0,4.0
1095,12.9887546,0.0,44,56,73,39,0,1,0,0,4.0
1096,12.77235802,0.0,41,56,71,41,0,0,0,1,1.0
1097,13.02794915,0.0,43,55,73,37,0,1,0,0,4.0
1098,12.79623015,0.0,36,56,74,37,1,0,0,0,4.0
1099,12.90207224,0.0,37,57,73,41,0,0,0,1,4.0
1100,12.96748066,0.0,37,64,76,52,0,0,0,1,4.0
1101,12.85517959,0.0,45,62,77,48,0,1,0,0,4.0
1102,12.9497745,0.0280096,47,67,79,55,0,1,0,0,2.0
1103,12.93103642,0.02282416,48,70,83,57,1,0,0,0,0.0
1104,12.82912104,0.01609646,59,65,77,53,0,1,0,0,2.0
1105,12.82334065,0.0,37,62,71,53,1,0,0,0,4.0
1106,13.00210683,0.0,39,58,71,45,0,0,0,1,4.0
1107,13.01973961,0.0,40,56,71,40,0,1,0,0,4.0
1108,12.65562134,0.0,37,58,74,42,0,1,0,0,4.0
1109,12.797781,0.0,34,61,73,49,1,0,0,0,4.0
1110,12.94810045,0.0,43,65,80,50,0,1,0,0,4.0
1111,12.86063568,0.0,46,67,79,55,0,0,0,1,1.0
1112,12.97993067,0.0,51,64,75,54,0,1,0,0,4.0
1113,13.15583907,0.0,44,55,69,41,0,0,0,1,1.0
1114,12.97047198,0.0,51,52,67,37,0,0,0,1,4.0
1115,12.99430615,0.0,50,52,67,37,0,0,0,1,4.0
1116,12.92194394,0.023315,40,52,60,43,0,0,0,1,0.0
1117,12.84710498,0.00233476,40,52,68,35,0,1,0,0,0.0
1118,12.82070692,0.0,33,56,67,45,1,0,0,0,4.0
1119,12.98437674,0.01957236,35,57,66,48,0,1,0,0,2.0
1120,12.93641773,0.01978735,40,57,66,48,0,0,1,0,0.0
1121,12.89684315,0.0,31,55,67,43,0,0,0,1,4.0
1122,12.9979567,0.0,38,54,68,41,0,1,0,0,4.0
1123,12.98956323,0.0,42,58,68,47,0,1,0,0,4.0
1124,12.84070287,0.0,43,54,68,39,0,0,0,1,1.0
1125,12.91490791,0.0,40,54,68,39,0,0,0,1,4.0
1126,12.98811371,0.0,42,54,71,38,0,1,0,0,4.0
1127,12.74799949,0.0,36,57,69,45,0,0,1,0,4.0
1128,12.89446856,0.0,38,62,73,51,1,0,0,0,4.0
1129,12.86947596,0.0,53,56,69,43,0,0,0,1,1.0
1130,12.80775361,0.03134928,58,55,69,41,0,1,0,0,0.0
1131,12.9523035,0.0123605,51,56,72,39,1,0,0,0,0.0
1132,12.85031609,0.00417157,38,55,66,44,0,0,0,1,0.0
1133,12.79090507,0.0,38,56,68,45,0,0,0,1,4.0
1134,12.85841908,0.03174683,44,54,65,42,0,1,0,0,0.0
1135,12.85329657,0.0,45,54,69,39,1,0,0,0,4.0
1136,12.93009315,0.02719149,43,55,72,38,0,1,0,0,0.0
1137,12.97870454,0.02682104,30,55,71,39,1,0,0,0,0.0
1138,12.86010566,0.01028368,36,56,73,38,0,1,0,0,2.0
1139,13.05291656,0.02046472,30,57,77,37,0,1,0,0,2.0
1140,12.68647631,0.06005408,31,64,82,46,0,0,0,1,4.0
1141,12.79835738,0.0841193,37,66,84,47,0,0,1,0,4.0
1142,13.08349159,0.0,30,68,87,48,0,0,0,1,4.0
1143,12.92704125,0.0,28,67,84,50,0,0,0,1,4.0
1144,12.96169992,0.12447929,39,64,82,47,1,0,0,0,0.0
1145,12.76552827,0.07450455,31,68,84,51,0,0,0,1,4.0
1146,13.06358154,0.09858411,22,70,85,56,1,0,0,0,0.0
1147,12.8760237,0.2228459,28,74,88,59,0,0,0,1,2.0
1148,12.74557069,0.12855534,33,72,85,59,0,1,0,0,4.0
1149,12.82444329,0.11341892,31,72,81,62,0,1,0,0,2.0
1150,12.93606687,0.08006364,27,66,79,54,1,0,0,0,0.0
1151,12.87700689,0.0776757,30,64,80,49,1,0,0,0,0.0
1152,12.87726583,0.09419903,26,66,86,47,1,0,0,0,0.0
1153,12.88378567,0.08925248,31,70,90,50,0,1,0,0,2.0
1154,12.90797928,0.11055694,26,75,95,55,0,0,1,0,0.0
1155,12.83158479,0.12220198,25,74,94,55,0,1,0,0,2.0
1156,12.91675216,0.1796935,24,76,95,56,0,0,0,1,2.0
1157,12.65305282,0.28862131,25,75,93,57,0,1,0,0,4.0
1158,12.80250751,0.26717011,24,75,95,55,1,0,0,0,0.0
1159,12.95304029,0.18105142,27,78,96,61,0,0,0,1,2.0
1160,13.10307522,0.15220806,30,78,96,59,0,0,0,1,2.0
1161,12.72096594,0.05361401,25,76,95,57,1,0,0,0,4.0
1162,12.9500686,0.16287162,24,75,93,57,0,0,0,1,2.0
1163,12.85218998,0.29396519,31,78,91,66,1,0,0,0,0.0
1164,12.97977921,0.17685429,34,74,87,61,1,0,0,0,0.0
1165,12.93551007,0.1784297,39,75,84,66,1,0,0,0,0.0
1166,12.77443952,0.12850257,42,73,86,60,0,0,1,0,4.0
1167,12.86491527,0.05435099,52,72,78,65,1,0,0,0,0.0
1168,12.8749835,0.03544632,40,72,90,55,0,1,0,0,2.0
1169,12.82453339,0.07244817,38,74,92,57,1,0,0,0,0.0
1170,12.72954699,0.13790993,28,79,99,59,1,0,0,0,4.0
1171,12.95708438,0.26461286,21,80,98,63,0,1,0,0,2.0
1172,12.89892521,0.27772908,26,81,100,62,0,1,0,0,2.0
1173,12.88470958,0.33147006,19,82,99,65,1,0,0,0,0.0
1174,12.90523843,0.291241,25,82,97,68,0,1,0,0,2.0
1175,12.91457377,0.20511291,26,80,97,63,1,0,0,0,0.0
1176,12.74279223,0.20236105,22,78,97,59,1,0,0,0,4.0
1177,12.96482122,0.16655553,21,80,95,65,0,1,0,0,2.0
1178,12.99304964,0.13364869,21,82,98,65,0,0,0,1,2.0
1179,12.91297874,0.16297403,21,81,97,65,0,0,0,1,2.0
1180,12.87347314,0.26244029,25,80,97,64,0,1,0,0,2.0
1181,12.78190894,0.34866006,21,80,98,62,0,0,1,0,4.0
1182,12.76998906,0.3132829,22,86,100,71,0,0,0,1,4.0
1183,12.92119462,0.24893817,22,82,102,62,0,0,0,1,2.0
1184,12.86773085,0.21139503,21,84,100,68,0,1,0,0,2.0
1185,13.1075282,0.18104788,32,83,97,69,0,0,0,1,2.0
1186,12.81148277,0.16706095,46,76,90,63,1,0,0,0,0.0
1187,12.97035636,0.2056398,54,76,92,59,1,0,0,0,0.0
1188,13.01541798,0.19301918,60,71,84,58,0,0,0,1,1.0
1189,12.94380047,0.29078419,62,72,84,61,1,0,0,0,0.0
1190,12.68419874,0.31073026,59,72,87,56,0,0,0,1,1.0
1191,12.98315014,0.2535624,44,73,87,59,0,1,0,0,2.0
1192,12.84883139,0.28809325,38,76,91,61,0,0,0,1,2.0
1193,12.77029024,0.27789621,34,78,96,61,0,0,0,1,4.0
1194,12.73271691,0.23477725,31,81,99,63,0,0,0,1,4.0
1195,13.08921626,0.25988332,29,84,101,66,0,1,0,0,2.0
1196,13.01785698,0.23821256,20,85,102,68,1,0,0,0,0.0
1197,13.01254298,0.24275834,29,86,100,71,0,0,1,0,0.0
1198,12.71400105,0.21390753,43,84,101,67,0,1,0,0,4.0
1199,12.89304209,0.22267875,30,84,101,67,1,0,0,0,0.0
1200,12.82543774,0.22460861,27,86,100,72,0,1,0,0,2.0
1201,12.88326073,0.20867334,28,84,101,68,0,0,0,1,2.0
1202,12.81144364,0.22015464,23,80,92,68,0,0,0,1,2.0
1203,13.06062271,0.24147998,26,80,97,64,0,0,0,1,2.0
1204,12.85287571,0.28560557,21,82,101,64,0,0,0,1,2.0
1205,12.98420862,0.301119,24,84,104,64,1,0,0,0,0.0
1206,12.92744233,0.25605625,19,86,104,68,0,0,0,1,2.0
1207,12.79940599,0.24019075,19,88,105,71,0,0,0,1,4.0
1208,12.95849532,0.24572588,20,89,106,72,0,1,0,0,2.0
1209,12.96101478,0.27386408,17,88,107,70,0,0,1,0,0.0
1210,12.97547783,0.23189624,20,90,106,73,0,1,0,0,2.0
1211,12.82363982,0.27144763,17,88,107,70,0,0,0,1,2.0
1212,12.85589577,0.15342658,15,89,107,71,0,0,0,1,2.0
1213,12.92505351,0.14389701,18,88,109,66,0,0,1,0,0.0
1214,12.85042619,0.08972662,16,90,109,71,1,0,0,0,0.0
1215,12.96025629,0.09120516,15,90,107,73,0,1,0,0,2.0
1216,12.9843683,0.1372778,17,90,107,72,1,0,0,0,0.0
1217,12.89234634,0.10768843,22,88,104,72,0,0,0,1,2.0
1218,12.89849012,0.07695559,20,83,111,55,0,1,0,0,2.0
1219,12.82986532,0.10906583,16,98,110,86,1,0,0,0,0.0
1220,12.85636818,0.12941,26,94,107,82,1,0,0,0,0.0
1221,12.89573647,0.09000015,29,90,104,76,1,0,0,0,0.0
1222,12.92784073,0.09558814,30,88,99,77,1,0,0,0,0.0
1223,13.06393051,0.08988969,40,90,103,76,1,0,0,0,0.0
1224,12.94551618,0.12240879,39,81,99,63,0,0,0,1,2.0
1225,12.94325491,0.08412435,47,84,97,72,0,1,0,0,2.0
1226,12.9123756,0.04538749,44,85,101,69,0,1,0,0,2.0
1227,12.9094347,0.07730968,36,91,105,77,1,0,0,0,0.0
1228,12.81605137,0.07068936,39,84,103,65,0,1,0,0,2.0
1229,12.87741467,0.0151269,52,86,93,78,0,1,0,0,2.0
1230,12.87945544,0.01387918,41,90,105,76,1,0,0,0,0.0
1231,12.85724455,0.08298048,29,93,105,81,0,0,0,1,2.0
1232,12.84888418,0.0545119,32,97,110,84,1,0,0,0,0.0
1233,12.84914434,0.06093378,29,94,105,84,1,0,0,0,0.0
1234,12.84507273,0.0,33,90,103,78,0,0,0,1,0.0
1235,12.82793685,0.02043946,43,90,100,81,0,1,0,0,2.0
1236,12.85939909,0.00642048,44,87,95,79,0,0,0,1,1.0
1237,12.97318795,0.03583846,51,86,96,77,1,0,0,0,0.0
1238,12.95390433,0.06777985,54,88,102,73,0,0,0,1,1.0
1239,13.04107179,0.04620565,51,81,95,67,0,0,0,1,1.0
1240,12.8793808,0.01812981,45,92,105,78,0,0,0,1,1.0
1241,12.95634328,0.04954826,40,90,100,80,1,0,0,0,0.0
1242,12.96873493,0.05862999,37,94,107,82,0,1,0,0,2.0
1243,12.89203475,0.12675816,38,90,102,79,0,1,0,0,2.0
1244,12.94670299,0.11645147,39,88,104,73,0,1,0,0,2.0
1245,12.90933682,0.06654542,31,90,104,77,0,1,0,0,2.0
1246,12.86035134,0.10557575,44,89,107,71,0,0,0,1,1.0
1247,12.91398162,0.18707732,45,86,99,72,0,0,0,1,1.0
1248,12.86953621,0.09733837,41,89,99,79,1,0,0,0,0.0
1249,12.70172136,0.01139799,40,89,101,77,0,1,0,0,4.0
1250,12.97087612,0.0393005,53,92,103,80,1,0,0,0,0.0
1251,12.84205671,0.01833598,52,90,103,77,0,0,0,1,1.0
1252,12.85598252,0.0,45,92,103,82,0,0,0,1,1.0
1253,12.91502401,0.01841964,48,93,105,81,0,0,0,1,1.0
1254,12.6878865,0.0,53,88,97,78,0,1,0,0,4.0
1255,12.92175582,0.0,59,90,100,81,0,0,0,1,1.0
1256,12.83192335,0.0,60,88,99,78,1,0,0,0,4.0
1257,12.96256831,0.0,61,91,101,81,0,0,0,1,1.0
1258,12.97275406,0.0018103,74,86,92,79,0,1,0,0,0.0
1259,12.88298189,0.0,85,81,89,73,0,1,0,0,4.0
1260,12.7841442,0.0,69,88,97,79,0,1,0,0,4.0
1261,12.8555342,0.0,68,88,98,78,0,0,1,0,4.0
1262,12.85157145,0.0,79,84,91,77,0,0,0,1,1.0
1263,12.9515563,0.0,94,78,82,75,0,0,0,1,1.0
1264,12.96354753,0.0,76,86,95,73,0,0,0,1,1.0
1265,12.9338652,0.00014373,91,79,88,70,0,1,0,0,0.0
1266,12.92381432,0.0,81,85,96,74,0,1,0,0,4.0
1267,12.82652586,0.0,79,84,93,74,1,0,0,0,4.0
1268,12.9466262,0.0,67,87,96,78,0,0,1,0,4.0
1269,12.82126877,0.0,56,90,99,81,0,0,0,1,1.0
1270,12.89083201,0.00948428,53,86,99,74,1,0,0,0,0.0
1271,12.84941154,0.0,60,90,97,82,0,1,0,0,0.0
1272,12.86745123,0.0,63,90,100,80,1,0,0,0,0.0
1273,12.97018948,0.0,65,88,98,79,0,0,0,1,1.0
1274,12.98209463,0.0,85,82,89,76,0,0,0,1,1.0
1275,12.78407632,0.0,80,86,97,75,0,0,0,1,1.0
1276,12.92693898,0.0,77,84,95,72,1,0,0,0,4.0
1277,12.90179323,0.0,67,88,97,79,0,1,0,0,4.0
1278,12.91894934,0.0,64,88,98,79,1,0,0,0,4.0
1279,12.96846052,0.0,65,88,97,79,1,0,0,0,4.0
1280,12.89140079,0.0,61,90,97,82,0,1,0,0,0.0
1281,12.71097437,0.0,58,88,95,81,0,0,0,1,1.0
1282,12.95040952,0.0,68,86,89,82,0,0,0,1,1.0
1283,12.83538312,0.0,75,84,90,78,0,0,0,1,1.0
1284,12.62964892,0.0280096,81,83,89,77,1,0,0,0,4.0
1285,12.90730728,0.02282416,95,79,83,75,0,0,0,1,1.0
1286,12.90484787,0.01609646,83,84,92,76,0,1,0,0,0.0
1287,12.9774682,0.0,84,85,91,79,1,0,0,0,4.0
1288,12.72073611,0.0,97,78,81,75,0,1,0,0,0.0
1289,12.89295222,0.0,78,82,90,75,0,1,0,0,4.0
1290,12.945116,0.0,73,85,93,77,1,0,0,0,4.0
1291,12.87224276,0.0,67,85,93,77,0,1,0,0,4.0
1292,12.92125243,0.0,68,85,93,77,0,0,0,1,1.0
1293,13.14149781,0.0,61,86,95,78,0,1,0,0,4.0
1294,12.84130096,0.0,61,86,96,77,1,0,0,0,4.0
1295,13.1080496,0.0,61,88,97,78,0,0,0,1,1.0
1296,13.05192783,0.0,63,88,98,78,0,1,0,0,4.0
1297,12.87086181,0.0,64,87,97,77,0,1,0,0,4.0
1298,12.7747802,0.023315,69,88,97,80,0,0,0,1,1.0
1299,12.86570181,0.00233476,67,88,97,79,0,1,0,0,0.0
1300,12.96287655,0.0,63,89,99,79,0,1,0,0,4.0
1301,12.87254951,0.01957236,60,89,99,79,0,0,0,1,1.0
1302,12.86859286,0.01978735,63,89,99,79,0,0,0,1,1.0
1303,12.87828511,0.0,80,84,92,77,0,0,0,1,1.0
1304,12.91488423,0.0,81,84,92,77,0,0,0,1,1.0
1305,12.84179021,0.0,77,86,93,78,0,0,0,1,1.0
1306,12.75345985,0.0,76,85,92,78,0,0,0,1,1.0
1307,12.95031652,0.0,82,84,91,78,0,0,1,0,4.0
1308,12.98844287,0.0,84,82,87,77,1,0,0,0,4.0
1309,12.89247068,0.0,90,80,85,74,0,0,1,0,0.0
1310,12.86722495,0.0,90,83,90,76,0,0,0,1,1.0
1311,12.75398685,0.0,93,82,86,77,0,0,0,1,1.0
1312,12.74474112,0.0,81,82,90,74,0,1,0,0,4.0
1313,12.87151149,0.0,80,84,92,76,0,0,0,1,1.0
1314,12.94684976,0.0,78,83,90,76,1,0,0,0,4.0
1315,12.93449504,0.00464197,77,81,87,75,0,1,0,0,0.0
1316,12.82740853,0.05501373,78,83,90,76,0,1,0,0,0.0
1317,12.79124075,0.00907195,79,85,92,78,1,0,0,0,4.0
1318,12.90388104,0.03395804,81,86,93,78,1,0,0,0,0.0
1319,13.03337369,0.02107807,97,81,85,77,1,0,0,0,0.0
1320,13.09841447,0.0216866,94,80,85,76,0,0,0,1,1.0
1321,13.02186304,0.03705747,90,82,89,75,0,1,0,0,0.0
1322,12.76782362,0.01431591,86,82,89,75,1,0,0,0,4.0
1323,12.93089387,0.0,81,82,89,75,1,0,0,0,4.0
1324,12.93259644,0.0,76,82,90,75,0,0,0,1,1.0
1325,12.91647227,0.0,72,82,90,73,1,0,0,0,4.0
1326,13.07696408,0.02482661,70,81,89,73,1,0,0,0,0.0
1327,12.75711412,0.0,71,80,87,74,1,0,0,0,4.0
1328,12.6555548,0.0,70,82,90,75,0,0,0,1,1.0
1329,13.09602096,0.0012627,73,80,86,74,0,1,0,0,0.0
1330,13.04917866,0.0,70,84,94,75,0,0,1,0,4.0
1331,12.88211042,0.0,65,86,95,77,0,1,0,0,4.0
1332,12.91624418,0.0,61,88,97,80,1,0,0,0,4.0
1333,12.71620378,0.0,70,87,95,79,0,0,0,1,1.0
1334,12.9986697,0.0,73,88,99,77,0,1,0,0,4.0
1335,12.83186273,0.0,70,84,95,73,0,0,1,0,4.0
1336,12.96533349,0.0,63,84,93,74,0,1,0,0,4.0
1337,12.92280002,0.0,65,82,93,72,0,1,0,0,4.0
1338,13.04544035,0.0,61,86,96,75,0,0,0,1,1.0
1339,12.99173191,0.0,56,87,99,75,0,0,0,1,1.0
1340,12.86972813,0.0,54,88,100,75,0,0,0,1,1.0
1341,12.70887084,0.0,46,84,102,66,0,0,1,0,4.0
1342,12.75241272,0.0,49,93,102,84,1,0,0,0,0.0
1343,12.79504686,0.0,52,90,102,77,0,0,0,1,1.0
1344,12.84137898,0.0,65,86,97,75,1,0,0,0,4.0
1345,12.686776,0.0,79,81,91,71,0,1,0,0,4.0
1346,12.88045693,0.0,73,82,92,71,0,1,0,0,4.0
1347,13.0182192,0.0,75,82,92,73,0,1,0,0,4.0
1348,12.89936416,0.0,70,84,93,74,1,0,0,0,4.0
1349,13.12564364,0.0,68,83,91,75,1,0,0,0,4.0
1350,12.77914869,0.00279849,84,81,89,73,0,0,0,1,1.0
1351,12.94084008,0.0,70,84,93,75,1,0,0,0,4.0
1352,12.80461558,0.05569939,78,85,93,77,0,1,0,0,0.0
1353,12.94010065,0.00322873,88,84,92,75,0,0,0,1,1.0
1354,13.07851333,0.0,83,82,91,74,1,0,0,0,4.0
1355,12.99098608,0.0,93,80,88,72,0,1,0,0,0.0
1356,12.96866103,0.0,86,79,86,72,0,0,0,1,1.0
1357,12.95442212,0.0017236,86,80,88,71,1,0,0,0,0.0
1358,12.72301917,0.02568465,73,80,89,70,0,1,0,0,4.0
1359,13.03524027,0.03114444,75,82,92,71,1,0,0,0,0.0
1360,12.90105867,0.00542341,69,82,93,70,0,1,0,0,0.0
1361,12.7794772,0.05764539,63,79,91,67,0,0,0,1,1.0
1362,12.93230522,0.05615822,62,80,92,69,1,0,0,0,0.0
1363,12.8441572,0.12807676,63,82,93,71,0,0,0,1,1.0
1364,13.00876942,0.09054553,58,82,93,72,1,0,0,0,0.0
1365,12.82837711,0.08645341,61,82,94,69,0,1,0,0,0.0
